label,en,chs
LBL_SPEC_PERCCUTDIAM,%Cut (Diam),切口（按直径）%
LBL_SPEC_PERCEXCAREA,% Excess Area,剩余面积%
LBL_SPEC_PERFDATAAIR,Performance Data - Air Side,性能数据--空气侧
LBL_SPEC_PERFDATATUBE,Performance Data - Tube Side,性能数据--管侧
LBL_SPEC_PERFONEUNIT,PERFORMANCE OF ONE UNIT,单台性能
LBL_SPEC_PERFONEUNIT2,Performance of One Unit,单台性能
LBL_SPEC_PHASE,Phase,相态
LBL_SPEC_PIPERACKBEAM,Pipe rack beams,管架横梁
LBL_SPEC_PITCH,Pitch,中心距
LBL_SPEC_PITCHADJUST,Pitch adjustment,间距调整
LBL_SPEC_PLANTLOC,Plant Location,工厂地址
LBL_SPEC_PLANTLOC2,Plant location,工厂地址
LBL_SPEC_PLATECHEVANG,Plate Chevron Angle(s),板片波纹夹角
LBL_SPEC_PLATES,Plates,板片
LBL_SPEC_PLATETHICK,Plate Thickness,板片厚度
LBL_SPEC_PLOTAREAWL,Plot area (WxL),地块面积（宽x长）
LBL_SPEC_PLUGMAT,Plug material,管塞材料
LBL_SPEC_POSITIONER,Positioner,定位器
LBL_SPEC_PREPBY,Prepared by,编写
LBL_SPEC_PRESSDESIGNCODE,Pressure design code,设计规范
LBL_SPEC_PRESSDROPALLCALC,Pressure drop (All/Calc),压降（允许/计算）
LBL_SPEC_PRESSDROPALLOWCALC,"Pressure Drop, Allow/Calc",压降（允许/计算）
LBL_SPEC_PRESSDROPALLOWCALC2,Pressure Drop Allowed/Calc'd,压降（允许/计算）
LBL_SPEC_PROPNO,Proposal No.,方案编号
LBL_SPEC_RATING,Rating,等级
LBL_SPEC_RATINGFACING,Rating/Facing,等级/密封面
LBL_SPEC_REFNO,Reference No.,引用编号
LBL_SPEC_REFNO2,Ref No.,引用编号
LBL_SPEC_REMARKS,Remarks,备注
LBL_SPEC_REV,Rev,版本
LBL_SPEC_REVISION,Revision,版本
LBL_SPEC_REVSMIN,Revs/min.,转速/分钟。
LBL_SPEC_RHOV2INNOZZ,Rho-V2-Inlet Nozzle,Rho-V2 - 壳程进口
LBL_SPEC_RPM,RPM,转速
LBL_SPEC_SEALTYPE,Seal Type,密封类型
LBL_SPEC_SELETEMP,Selection temp.,选择温度。
LBL_SPEC_SERIES,Series,串联
LBL_SPEC_SERVICE,Service,用途
LBL_SPEC_SERVICEUNIT,Service of Unit,设备用途
LBL_SPEC_SERVIEFACTOR,Service factor,用途系数
LBL_SPEC_SHELL,Shell,壳体
LBL_SPEC_SHELLCOVER,Shell Cover,壳体封头
LBL_SPEC_SHELLENTR,Shell Entrance,壳体进口
LBL_SPEC_SHELLEXIT,Shell Exit,壳体出口
LBL_SPEC_SHELLID,Shell ID,壳体内径
LBL_SPEC_SHELLSIDE,Shell Side,壳侧
LBL_SPEC_SHELLSIDE2,Shellside,壳侧
LBL_SPEC_SHELLUNIT,Shell/Unit,壳/台
LBL_SPEC_SHIPPING,Shipping,运输
LBL_SPEC_SHROUD,Shroud,裹布
LBL_SPEC_SIGNALAIRPRESS,Signal air pressure,信号空气压力
LBL_SPEC_SIZE,Size,尺寸
LBL_SPEC_SIZE2,Size &,尺寸与
LBL_SPEC_SIZERATFAC,"Size, Rating, & Facing",尺寸、等级、与密封面
LBL_SPEC_SIZEWL,Size (WxL),尺寸（宽x长）
LBL_SPEC_SKETCHBUNDNOZZ,Sketch (Bundle/Nozzle Orientation),简图（管束/管嘴朝向）
LBL_SPEC_SLOPE,Slope,坡度
LBL_SPEC_SPACING,Spacing(c/c),间距（c/c）
LBL_SPEC_SPECGRAV,Specific Gravity,比重
LBL_SPEC_SPECHEAT,Specific Heat,比热
LBL_SPEC_SPECHEAT2,Specific heat,比热
LBL_SPEC_SPEEDRATIO,Speed ratio,速度比
LBL_SPEC_SPEEDREDUCER,Speed Reducer,减速器
LBL_SPEC_STASTUDFLAN,State whether studded or flanged,说明是带钉子的还是带法兰的
LBL_SPEC_STATPRESS,Static pressure (bundle/total),静压（管束/总）
LBL_SPEC_STEAM,Steam,蒸汽
LBL_SPEC_STRUCTCODE,Structural code,结构规范
LBL_SPEC_STRUMOUNT,Structure mounting,结构安装
LBL_SPEC_STRUSURFPREP,Structure surface prep.,结构表面预处理。
LBL_SPEC_SUPPLYAIRPRESS,Supply air pressure,供应空气压力
LBL_SPEC_SUPPORT,Support,支撑
LBL_SPEC_SUPPTUBE,Supports-Tube,换热管支撑
LBL_SPEC_SURFITEMFINTUBE,Surface/Item-Finned tube,换热面积/项目-夹层管
LBL_SPEC_SURFSHELLGROEFF,Surf/Shell (Gross/Eff),单壳换热面积（总/有效）
LBL_SPEC_SURFUNITGROEFF,Surf/Unit (Gross/Eff),单台换热面积（总/有效）
LBL_SPEC_TEMACLASS,TEMA Class,TEMA分类
LBL_SPEC_TEMP,Temperature,温度
LBL_SPEC_TESTPRESS,Test pressure,试验压力
LBL_SPEC_THERMCOND,Thermal Conductivity,导热系数
LBL_SPEC_THERMCOND2,Thermal Cond.,导热系数
LBL_SPEC_THERMRES,"Thermal Resistance, %",热阻%。
LBL_SPEC_THICK,Thickness,壁厚
LBL_SPEC_THKAVG,Thk(Avg),平均壁厚
LBL_SPEC_TIEBOLTS,Tie Bolts,拉杆螺栓
LBL_SPEC_TIPSPEED,Tip speed,触点速度
LBL_SPEC_TO,To,至
LBL_SPEC_TOTAL,Total,共计
LBL_SPEC_TOTFLOWRATELIQVAP,Total flow rate (Liq/Vap),总体流速（液/汽）
LBL_SPEC_TOTFLUIDENTER,Total fluid entering,进入的液体总量
LBL_SPEC_TOTFLUIDFLOW,Total Fluid Flow,总流体流量
LBL_SPEC_TOTNOPLATES,Total No. Plates,板片总数
LBL_SPEC_TRANSRATE,Transfer Rate,传热系数
LBL_SPEC_TRANSRATEFIN,Transfer rate-Finned,翅片传热系数
LBL_SPEC_TRANSRATESERV,"Transfer Rate, Service",传热系数，污垢
LBL_SPEC_TUBE,Tube,换热管
LBL_SPEC_TUBEBUND,Tube bundle,管束
LBL_SPEC_TUBEBUNDLESTAMP,Tube bundle code stamped,管束代码盖章
LBL_SPEC_TUBEFLOA,Tubesheet-Floating,浮动管板
LBL_SPEC_TUBEMAT,Tube material,管材料
LBL_SPEC_TUBENO,Tube No.,换热管数量
LBL_SPEC_TUBEOD,Tube outside diameter,管外径
LBL_SPEC_TUBESIDE,Tube Side,管侧
LBL_SPEC_TUBESIDE2,Tubeside,管侧
LBL_SPEC_TUBESTA,Tubesheet-Stationary,固定管板
LBL_SPEC_TUBETUBEJOINT,Tube-Tubesheet Joint,换热管-管板连接
LBL_SPEC_TUBETYPE,Tube Type,换热管形式
LBL_SPEC_TYPE,Type,形式
LBL_SPEC_TYPEDRAFT,Type draft,简图
LBL_SPEC_UBEND,U-Bend,U形弯
LBL_SPEC_UNITWEIGHTS,Unit Weights,单台重量
LBL_SPEC_VAP,Vapor,气相
LBL_SPEC_VEL,Velocity,流速
LBL_SPEC_VELALLOWCALC,Velocity (Allow/Calc),流速 (允许/计算)
LBL_SPEC_VELS,Velocities,流速
LBL_SPEC_VENT,Vent,排气
LBL_SPEC_VIBSWITCH,Vib. switch,震动开关
LBL_SPEC_VIS,Viscosity,粘度
LBL_SPEC_VOLTAGE,Voltage,电压
LBL_SPEC_WALLSHEARSTRAVG,"Wall Shear Stress, Average",壁面切应力，平均
LBL_SPEC_WATER,Water,水
LBL_SPEC_WATERSTEAM,Water/Steam,水/蒸汽
LBL_SPEC_WEISHELL,Weight/Shell,重量 - 壳体
LBL_SPEC_WINDOW,Window,窗口
LBL_SPEC_WTPERC,wt%,重量%
LBL_SPECGRAV1,Specific gravity (Air = 1.0),比重（空气=1.0）
LBL_SPECGRAVAPI,Specific gravity / deg. api,比重/度 API
LBL_SPECHEAT,Specific heat,比热
LBL_SPECHEATLV,"Specific heat, (liquid/vapor)",比热（液体/蒸汽）
LBL_SPECIAL,Special,特别
LBL_SPLITSEGHEIGHT,Split segment height,分割段高度
LBL_SPLITSEGWID,Split segment width,分割段宽度
LBL_SS,SS,党卫军
LBL_STACK,Stack,堆栈
LBL_STACKBUNDLE,Stack bundle,堆栈捆绑
LBL_STACKELM,Stack Element,堆栈元素
LBL_STACKFG,Stack Flue Gas,烟囱烟气
LBL_STACKHT,Stack height,堆栈高度
LBL_STACKINFO,Stack Information,堆栈信息
LBL_STACKLEN,Stack length,堆栈长度
LBL_STACKLIM,Stack limitations,堆栈限制
LBL_STACKMON,Stack Monitor,堆栈监控
LBL_STAGGERED,Staggered,交错式
LBL_STAIRSLAD,Stairs / ladder,楼梯/梯子
LBL_STANDARD,Standard,标准
LBL_STARTOFPERIOD,Start of Period,期间开始
LBL_STARTOFRUN,SOR,证券交易所
LBL_STARTOFRUN2,Start of Run,运行开始
LBL_STATHEADLOSS,Static head loss,静态水头损失
LBL_STATHEADPRESSDROP,Static head pressure drop,静压头压降
LBL_STATIC,Static,靜態
LBL_STATICHEAD,Static head,静态头
LBL_STATPRESS,Bundle pressure drop,捆绑式压降
LBL_STATPRESSLOSS,Static pressure loss,静态压力损失
LBL_STATVELPRESS,Bundle pressure drop/ Velocity pressure,捆绑压降/速度压力
LBL_STEAM,Steam,蒸汽
LBL_STEAMCOIL,Steam coil,蒸汽盘管
LBL_STEAMCOILPRESS,Steam coil pressure drop,蒸汽盘管压降
LBL_STEPSIZE,Step Size,台阶大小
LBL_STIRFACT,Stirring factor,搅动因素
LBL_STKSTUB,Stack or stack stub,堆栈或堆栈存根
LBL_STRAIGHT,Straight,直线
LBL_STRAIGHTLEN,Straight length,直线长度
LBL_STREAM,Stream,溪流
LBL_STREAMPROP,Stream Properties,溪流属性
LBL_STRESSCRVINT,Stress curves intersect,应力曲线相交
LBL_STRESSTORUP,Stress-to-rupture basis,应力-断裂基础
LBL_STRTUBELEN,Straight tube length,直管长度
LBL_STRUCTWINDVEL,Structural design data: wind velocity,结构设计数据：风速
LBL_STRUWEI,Structure weight,结构重量
LBL_STUDDIA,Stud diameter,螺柱直径
LBL_STUDHT,Stud height,螺柱高度
LBL_STUDLEN,Stud length,螺柱长度
LBL_SUMMARYMSGS,Summary Messages,摘要信息
LBL_SUPPBAFFSPA,Supports/baffle space,支撑/折流板空间
LBL_SUPPLRES,Supplementary Results,补充结果
LBL_SUPPORT,Support,支持
LBL_SUPPPLTBAFFSPA,Support plates/baffle space,支撑板/巴伐利亚空间
LBL_SUPPSPACE,Support Spacing,支架间距
LBL_SURFACE,Surface,表面
LBL_SURFAREA,Surface area,表面积
LBL_SURFAREAENLFACT,Surface area enlargement factor,表面积扩大系数
LBL_SURFTENS,Surface tension,表面张力
LBL_SYMPASS,Symmetric pass,对称性通过
LBL_TAPERED,Tapered,锥形
LBL_TBWLTHKMINAVG,"Tube wall thickness, (minimum) (average)",管壁厚度，（最小）（平均）。
LBL_TDOWN,T Down,T 坠落
LBL_TEMA,TEMA,TEMA
LBL_TEMAFOULRES,TEMA fouling resistance,TEMA抗污性
LBL_TEMAQMULT1,Note: Reported duty and flow rates include a user-specified multiplier of,注：报告的负载和流量包括一个用户指定的乘数，即
LBL_TEMAQMULT2,Reported duty and flow rates include a user-,报告的值班和流速包括一个用户的
LBL_TEMAQMULT3,specified multiplier of,指定乘数为
LBL_TEMASHELLTYPE,TEMA shell type,TEMA形式
LBL_TEMATYPE,TEMA type,TEMA型
LBL_TEMP,Temperature,温度
LBL_TEMP2,Temp.,温度。
LBL_TEMPALLOW,Temperature allowance,温度津贴
LBL_TEMPALLOWDES,Temperature allowance for design,设计的温度余量
LBL_TEMPAVGSKIN,"Temperature, Average/Skin",温度，平均/皮肤
LBL_TEMPBRN,Temp. @ burner,温度。 @ 燃烧器
LBL_TEMPDEPPROPS,Temperature dependent properties,与温度有关的特性
LBL_TEMPFACT,Temperature factor (FT),温度系数 (FT)
LBL_TEMPINOUT,"Temperature, In/Out",温度，进/出
LBL_TEMPINOUT2,Temperature (In/Out),温度（进/出）
LBL_TEMPINOUT3,"Temperature, Inlet/Outlet",温度，进/出
LBL_TEMPMALDISTDATA,Temperature Maldistribution Data,温度不良分布数据
LBL_TEMPMINMAXDES,"Temperature, (min. / max. /design)",温度，（最小/最大/设计）。
LBL_TEMPPROFHTR,Heater Temperature Profile,加热器温度曲线
LBL_TEMPPROFMON,Temperature Profile Monitor,温度曲线监测器
LBL_TERMSMAN,Terminals and / or manifolds,端子和/或歧管
LBL_THERMALSPROCOND,Thermosiphon Process Conditions,热虹吸工艺条件
LBL_THERMCOND,Thermal conductivity,导热性能
LBL_THERMCONDLV,"Thermal conductivity, (liquid/vapor)",热导率，（液体/蒸汽）
LBL_THERMEFF,Thermal efficiency,热效率
LBL_THERMEXPAND,Thermal expansion,热膨胀
LBL_THERMOREB,Thermosiphon reboiler,热虹吸式再沸腾器
LBL_THERMRES,Thermal Resistance,热阻
LBL_THICKNESS,Thickness,厚度
LBL_THIRDVALUE,Third value,第三种价值
LBL_THREEVALPRINT,3 values printed per data point:,每个数据点打印3个值。
LBL_THROATDIA,Throat diameter,喉部直径
LBL_THROATVEL,Throat velocity,喉咙的速度
LBL_THRUFLOW,ThroughFlow,贯穿流
LBL_TIGHTPACKLEN,Tightened pack length,收紧的包装长度
LBL_TIME,Time,时间
LBL_TIMECREEP,Time in creep range,蠕变范围内的时间
LBL_TIPCLEAR,Tip clearance,提示间隙
LBL_TIPSPEED,Tip speed,触点速度
LBL_TIPTHK,Tip thickness,针尖厚度
LBL_TITLE,Title,标题
LBL_TOADJBRN,To adjacent burner centerline (horizontal / vertical),至相邻的燃烧器中心线（水平/垂直）。
LBL_TOCL,to C.L,距中线
LBL_TOP,Top,返回顶部
LBL_TOPVALUE,Top value,最高价值
LBL_TOT,Total,共计
LBL_TOTAREA,Total area,总面积
LBL_TOTBAREAREA,Total bare area,总的裸露面积
LBL_TOTDRAFT,Total draft,草案总数
LBL_TOTEFFAREA,Total effective area,总有效面积
LBL_TOTEXPSURF,Total exposed surface,暴露的总表面
LBL_TOTEXTAREA,Total Extended area,总扩展面积
LBL_TOTFLOWRATE,Total flow rate,总流量
LBL_TOTFOULRES,Total fouling resistance,总的抗污能力
LBL_TOTHTRABSQ,Total heater absorbed duty,加热器吸收的总负载
LBL_TOTNUMTUBES,Total number of tubes,管子总数
LBL_TOTPIPPRESSDROP,Total piping pressure drop,管道总压降
LBL_TOTPLATCHANN,Total plates/channels,板块/通道总数
LBL_TOTSINKAREA,Total sink area,水槽总面积
LBL_TOTTUBE,Total tubesheet,管板厚度
LBL_TOTTUBECOUNT,Total tube count,总管子数
LBL_TOTTUBES1PASS,Total number of tubes in 1 pass,1个通道的总管数
LBL_TOTTUBESURFAREA,Total tube surface area,管子总表面积
LBL_TOTUBECENT,To tube centerline (horizontal / vertical),对管子中心线（水平/垂直）。
LBL_TOTUBESAT,To tubes at,对管在
LBL_TOTWEIDRYWET,"Total weight, Dry / Wet",总重量，干/湿
LBL_TOUNSREF,To unshielded refractory (horizontal / vertical),至非屏蔽耐火材料（水平/垂直）。
LBL_TRANSPITCH,Trans pitch,转距
LBL_TRANSVERSEPITCH,Transverse pitch,横向间距
LBL_TUBE,Tube,管
LBL_TUBECIRCDIA,Tube circle diameter,管圆直径
LBL_TUBECOILEXISTS,Tube coil exists?,管状线圈存在吗？
LBL_TUBECOUNT,Tubecount,管数
LBL_TUBEDATA,Tube Data,管子数据
LBL_TUBEDELTAP,Tubeside delta P,油管边的三角洲P
LBL_TUBEDESPRESS,Tubeside design pressure,油管侧设计压力
LBL_TUBEDESTEMP,Tubeside design temperature,管壁设计温度
LBL_TUBEDIA,Tube diameter,管子直径
LBL_TUBEFILMCOEF,Tubeside film coef,管状薄膜系数
LBL_TUBEFINBAFF,Tube finned in baffles,挡板内的管状翅片
LBL_TUBEFIRECONFIG,Tube firing configuration,管式发射配置
LBL_TUBEFJCURVE,Tubeside FJ-Curve,管侧FJ-曲线
LBL_TUBEFLUXMON,Tube flux monitor,管子通量监测器
LBL_TUBEFORM,Tube form,管道形式
LBL_TUBEGAP,Tube gap,管子间隙
LBL_TUBEGEO,Tube Geometry,管子的几何形状
LBL_TUBEGUIDES,Tube guides,导管
LBL_TUBEH,Tube h,管子h
LBL_TUBEID,Tube ID,管子内径
LBL_TUBEINCMON,Tubeside Incremental Monitor,油管旁的增量监测器
LBL_TUBEINF,Tube Information,换热管信息
LBL_TUBEINLET,Tube inlet,换热管进口
LBL_TUBELAYINSTAG,Tube layout (in-line or staggered),管道排列（直列式或交错式）。
LBL_TUBELAYOUTANG,Tube layout angle,换热管排列角度
LBL_TUBELEN,Tube length,换热管长度
LBL_TUBELIFEEVAL,Tube Life Evaluation,管子寿命评估
LBL_TUBELIFEEVALMAX,Tube Life Evaluation (Maximum Temperature),管子寿命评估（最高温度）
LBL_TUBELIFEEVALPAST,Tube Life Evaluation (Past),管子寿命评估（过去）
LBL_TUBELIFEEVALPREDICT,Tube Life Evaluation (Predicted Life),管子寿命评估（预测寿命）
LBL_TUBELIFEPREVUSED,"Tube life previously used, fraction",以前使用的管子寿命，分数
LBL_TUBELIM,Tube limitations,管子的限制
LBL_TUBEMAT,Tube material,换热管材料
LBL_TUBEMATINFO,Tube Material Information,换热管材料信息
LBL_TUBEMET,Tube metal,材料
LBL_TUBEMETRGY,Tube metallurgy,管子冶金学
LBL_TUBENATFREQ,Tube natural frequency,管子的自然频率
LBL_TUBENO,Tube No.,管号
LBL_TUBENOZDIST,Tubeside nozzle entry/exit type,油管侧喷嘴入口/出口类型
LBL_TUBENOZIMPDEVICE,Tubeside nozzle impingement device,管侧喷嘴撞击装置
LBL_TUBENOZZ,Tube Nozzle,管状喷头
LBL_TUBENUM,Tube number,换热管数
LBL_TUBEOD,Tube OD,管外径
LBL_TUBEODDEVEN,"Tubecount, Odd rows/Even rows",管数，奇数行/偶数行
LBL_TUBEODDEVEN2,Tubecount Odd/Even,管子数量奇数/偶数
LBL_TUBEODID,Tube OD/ID,管子外径/内径
LBL_TUBEORIENT,Tube orientation,管子方向
LBL_TUBEORVTHZ,Tube orientation: vertical or horizontal,管子方向：垂直或水平
LBL_TUBEOUTLET,Tube outlet,管子出口
LBL_TUBEPASS,Tube Pass,钢管通行证
LBL_TUBEPASS2,Tubepass,管乐通
LBL_TUBEPASSARRDATA,Tubepass Arrangement Data,管口安排数据
LBL_TUBEPASSDETAIL,Tubepass Details,管程详细
LBL_TUBEPASSES,Tubepasses,管程
LBL_TUBEPASSTUBEROW,Tubepasses/Tuberows,管状物/管状物
LBL_TUBEPATT,Tube pattern (deg),排列角度
LBL_TUBEPERROW,Tubes per row,每行管子
LBL_TUBEPERSHELL,Tubecount per shell,单台管数
LBL_TUBEPITCH,Tube pitch,管距
LBL_TUBEPITCHRATIO,Tube pitch ratio,管距比
LBL_TUBEPRESSDROPTOTALLOW,"Tube pressure drop, Total/Allowed",管子压降，总的/允许的
LBL_TUBEPROCCOND,Tubeside Process Conditions,管子侧的工艺条件
LBL_TUBEREM,Tube removal,拆管
LBL_TUBEROW,Tuberow,图博罗
LBL_TUBEROW2,Tube row,管排
LBL_TUBEROWMON,Tuberow Monitor,图博罗监控器
LBL_TUBEROWS,Tube rows,管排
LBL_TUBES,Tubes,管子
LBL_TUBESDATA,Tubes Data,油管数据
LBL_TUBESECTION,Tube section,管段
LBL_TUBESIDE,Tubeside,管侧
LBL_TUBESIDEENTRYTYPE,Tubeside entry type,管状入口类型
LBL_TUBESIDEEXITTYPE,Tubeside exit type,管子侧出口类型
LBL_TUBESIDEH,Tubeside h,油管边h
LBL_TUBESIDEHOT,Tubeside (Hot),筒子楼 (热)
LBL_TUBESIDEINLET,Tubeside inlet,油管侧进油口
LBL_TUBESIDEINPOS,Tubeside inlet position,油管侧进气口位置
LBL_TUBESIDELIQOUT,Tubeside outlet liquid,管侧出口液体
LBL_TUBESIDEOUTLET,Tubeside outlet,油管侧出口
LBL_TUBESKINTHERM,Tube skin thermocouples,管皮式热电偶
LBL_TUBESPACCC,"Tube spacing, cent. to cent.: horz. x diag. (or vert.)",管子的间距，厘米对厘米：角x直角（或垂直）。
LBL_TUBESUPP,Tube supports,管子支撑
LBL_TUBESUPPINFO,Tube support information,软管支持信息
LBL_TUBETHICK,Tubesheet thickness,管板厚度
LBL_TUBETOBAFF,Tube-to-baffle,管子到挡板
LBL_TUBETYPE,Tube type,换热管类型
LBL_TUBETYPEHIGHFIN,High-finned,高鳍鱼
LBL_TUBETYPEIPERAC,IPERAC,IPERAC
LBL_TUBETYPELOWFIN,Low-finned,低鳍鱼
LBL_TUBETYPEPLAIN,Plain,朴素
LBL_TUBETYPESTUDFIN,Stud-fin,螺线管
LBL_TUBEVIB,Tube Vibration Check,管子振动检查
LBL_TUBEVOL,Tubeside volume,管状体积
LBL_TUBEWALLTHK,Tube wall thickness,管壁厚度
LBL_TUBEZONES,Tube zones,管区
LBL_TUP,T Up,T向上
LBL_TURBBUFFAMP,Turbulent buffeting amplitude,湍流冲击波振幅
LBL_TURBBUFFRAT,Turbulent buffeting ratio,湍流缓冲比
LBL_TURNSPACING,Turn Spacing,转弯间距
LBL_TWISTPITCH,Twist pitch,扭曲间距
LBL_TWISTSWAG,Twisted/Swagged,扭曲/扭曲的
LBL_TWOPHASEFLOWREG,Two-phase flow regime,两相流制度
LBL_TWOPHASEPARA,Two-Phase Parameters,两相参数
LBL_TWOPHASEPROP,Two-Phase Properties,两相属性
LBL_TWOPHASEREY,Two phase Reynolds,两相雷诺
LBL_TYPE,Type,类型
LBL_TYPE1,Type 1,类型1
LBL_TYPE2,Type 2,类型2
LBL_TYPEBEVMANFLG,"Type (bev. = beveled, manif. = manifold, flg. = flanged)",类型（bev.=斜面，manif.=歧管，flg.=法兰盘）。
LBL_TYPEBURN,Type of burner,燃烧器的类型
LBL_TYPECNTRL,"Type (control, tight shut-off, etc.)",类型（控制、紧闭等）。
LBL_TYPEFINS,Type: (studs) (serrated fins) (solid fins),类型：（螺柱）（锯齿状翅片）（实心翅片）
LBL_TYPEFLOOR,Type of flooring,地板类型
LBL_TYPEFUEL,Type of fuel,燃料类型
LBL_TYPEHEATER,Type of heater,加热器类型
LBL_TYPEMETAL,Type of metal,金属类型
LBL_TYPEOPER,Type of operator (cable or pneumatic),操作器的类型（电缆或气动）。
LBL_TYPESPACING,Type / spacing,类型/间距
LBL_TYPETHKINS,Type and thickness of insulation,绝缘材料的类型和厚度
LBL_UARR,U,U
LBL_UBENDSPANPROFILE,U-Bend Span Profiles Table,U型弯管跨度概况表
LBL_UCALC,U (Calc),U (计算)
LBL_UHC,UHC,UHC
LBL_UINOUT,"Coefficient, Inside/Outside",系数，内部/外部
LBL_UNFINNEDLEN,Unfinned length,无销路的长度
LBL_UNHEATEDLEN,Unheated length,未加热的长度
LBL_UNIT,Unit #,单位 #
LBL_UNIT2,Unit,单位
LBL_UNITBUNDCONS,Unit and Bundle Construction Information,单元和捆绑式结构信息
LBL_UNITCONFIGDATA,Unit Configuration Data,单位配置数据
LBL_UNITDATA,Unit Data,单位数据
LBL_UNITGEO,Unit Geometry,单位几何学
LBL_UNITSERIPARA,Units in series/parallel,串联/并联的单位
LBL_UNITSINPARALLEL,Units in parallel,并联的单位
LBL_UNKNOWN,Unknown,不详
LBL_UNSPECIFIED,Unspecified,未说明
LBL_UOPFLUIDTYPE,UOP fluid type,UOP流体类型
LBL_UP,Up,上
LBL_UPWARD,Upward,向上
LBL_UTUBE,U-tube,U形管
LBL_UTUBES,U-tubes,U形管
LBL_VANLAARAB,"VanLaar constants (A, B)",范拉尔常数（A，B）
LBL_VAP,Vapor,蒸汽
LBL_VAPFLOW,Vapor flow,蒸汽流
LBL_VAPI530FIG2,V (per API 530 Figure 2),V (根据API 530图2)
LBL_VAPMOLEFRAC,Vapor Mole Fractions,蒸汽摩尔分数
LBL_VAPMOLEWT,Vapor molecular weight,蒸汽分子量
LBL_VAPORH,Vapor phase h,气相h
LBL_VAPPRESDATA,Vapor Pressure Data,蒸汽压力数据
LBL_VAPPRN,Vapor Prandtl,蒸汽普朗特（Vapor Prandtl
LBL_VAPPROP,Vapor Properties,蒸气特性
LBL_VAPREY,Vapor Reynolds,蒸汽雷诺兹
LBL_VAPRHOV2,Vapor RHO-V2,Vapor RHO-V2
LBL_VARBAFFSPADATA,Variable Baffle Spacing Data,可变挡板间距数据
LBL_VARBAFFSPAGEO,Variable Baffle Spacing Geometry,可变的挡板间距几何
LBL_VARYBLOCKS,Vary blocks,变化的区块
LBL_VARYMODELS,Vary models,不同的模型
LBL_VARYPROCESSPASSES,Vary process passes,变化的程序通过
LBL_VARYSERIVEPASSES,Vary service passes,变化的服务通行证
LBL_VEL,Velocity,速度
LBL_VELFANINLET,Velocity at fan inlet,风机入口处的速度
LBL_VELLIMIT,Velocity limitation,速度限制
LBL_VELMIDMAXALLOW,"Velocity, Mid/Max allow",流速，中间/最高允许
LBL_VELPRESS,Velocity pressure,速度压力
LBL_VELS,Velocities,速度
LBL_VENTDRAIN,Vents / drains,通风口/排水口
LBL_VERT,Vertical,纵向
LBL_VERT2,Vert.,眩晕。
LBL_VERTDISPORTCENT,Vertical distance of port centers,港口中心的垂直距离
LBL_VERTPORTCC,Vertical port c-c,垂直口c-c
LBL_VERTZONE,Vertical Zone,垂直区
LBL_VIBANALYSIS,Vibration Analysis,振动分析
LBL_VIBDATA,Vibration Data,振动数据
LBL_VIBINFO,Vibration Information,振动信息
LBL_VIBMESS1,Natural or acoustic frequency used in vibration analysis.,振动分析中使用的自然或声学频率。
LBL_VIBMESS1A,See help for additional information.,其他信息见帮助。
LBL_VIBMESS2,Items with asterisk exceed a conservative lower limit for vibration-free design.,带星号的项目超过了无振动设计的保守下限。
LBL_VIBMESS2A,Review your case using the procedure described in Online Help;,使用在线帮助中描述的程序审查你的案件。
LBL_VIBMESS2B, You may find that a vibration problem is unlikely.,你可能会发现，振动问题不太可能。
LBL_VIBMODMESSAGE, * Mode shapes at equivalent natural frequencies have been combined.,* 等效自然频率的模式形状已被合并。
LBL_VIS,Viscosity,粘度
LBL_VISCLV,"Viscosity, (liquid/vapor)",粘度，（液体/蒸汽）
LBL_VL,V/L,V/L
LBL_VOLENBOX,Volumetric energy into box,体积能量入箱
LBL_VOLFLOW,Volumetric flow,体积流量
LBL_VOLFLOWPERFANINLET,Volumetric flow per fan at fan inlet,风扇入口处每个风扇的体积流量
LBL_VOLHEATRES,Volumetric heat release (LHV):,体积热量释放（LHV）。
LBL_VOLPCT,Vol. %,量％。
LBL_VOLUME,Volume,卷首语
LBL_VORTEXSHEDRAT,Vortex shedding ratio,涡流脱落率
LBL_VORTSHEDAMPMON,Vortex Shedding Amplitude Monitor,涡流脱落振幅监测器
LBL_VT,VT,VT
LBL_WALLCLR,Wall Clr.,墙面
LBL_WALLCONST,Wall construction,墙体结构
LBL_WALLCORR,Wall Correction,墙面矫正
LBL_WALLDTREQUIREDFORONB,Superheat for Onset of Nucleate Boiling,核酸沸腾开始时的过热度
LBL_WALLSURFACE,Wall surface,墙壁表面
LBL_WALLTEMPMINMAX,"Wall temperature, Min/Max",壁温，最低/最高
LBL_WALLTHICK,Wall thickness,壁厚
LBL_WALLTHICKNESSFINNED,Wall thickness (finned),壁厚（翅片式）
LBL_WALLVISC,Wall viscosity,壁面黏度
LBL_WARNING,Warning,警告
LBL_WARNINGS,Warnings,警告
LBL_WARNMSGS,Warning Messages,警告信息
LBL_WATER,Water,水
LBL_WDIST,w/Dist,湿度
LBL_WEIBUND,Weight/Bundle,重量/捆绑
LBL_WEIESTWETDRYBUND,Weight estimation Wet/Dry/Bundle,估重 湿/干/管束
LBL_WEIGHT,Exchanger Weights,热交换器重量
LBL_WELDFLG,Welded or flanged,焊接式或法兰式
